PurchaseDate	PaymentType	Quantity	Car Name	Unit Price	Company Name	Payment Amount
2/16/2002	Visa	5	Ford: Ranger FX-4	12565	Jones & Assoc	62825
2/18/2002	Master	3	Ford: Ranger FX-4	12565	Mildreds World	37695
2/28/2002	AmEx	2	Ford: Ranger FX-4	12565	Jones & Assoc	25130
3/1/2002	Visa	1	Ford: Ranger FX-4	12565	Mildreds World	12565
3/5/2002	AmEx	1	Ford: Ranger FX-4	12565	Menedez Development	12565
3/6/2002	Visa	2	Ford: Ranger FX-4	12565	Mathewson Design	25130
3/19/2002	Master	5	Ford: Ranger FX-4	12565	Menedez Development	62825
3/25/2002	AmEx	4	Ford: Ranger FX-4	12565	Hill Corporation	50260
3/30/2002	Visa	1	Ford: Ranger FX-4	12565	Jeffers Clinic	12565
4/3/2002	Visa	4	Ford: Ranger FX-4	12565	Jones & Assoc	50260
4/12/2002	Master	4	Ford: Ranger FX-4	12565	Menedez Development	50260
4/13/2002	AmEx	4	Ford: Ranger FX-4	12565	McAllister Systems	50260
4/15/2002	AmEx	5	Ford: Ranger FX-4	12565	Ford Consulting	62825
4/17/2002	AmEx	1	Ford: Ranger FX-4	12565	McAllister Systems	12565
4/26/2002	AmEx	1	Ford: Ranger FX-4	12565	Alessandro & Associates	12565
5/3/2002	AmEx	3	Ford: Ranger FX-4	12565	Michelson Systems	37695
5/11/2002	AmEx	5	Ford: Ranger FX-4	12565	Mildreds World	62825
5/26/2002	Cash	5	Ford: Ranger FX-4	12565	Development House	62825
5/30/2002	Visa	5	Ford: Ranger FX-4	12565	Menedez Development	62825
6/4/2002	Cash	1	Ford: Ranger FX-4	12565	Mildreds World	12565
6/9/2002	Cash	3	Ford: Ranger FX-4	12565	Alessandro & Associates	37695
6/23/2002	Visa	1	Ford: Ranger FX-4	12565	Christies House of Design	12565
6/26/2002	Visa	1	Ford: Ranger FX-4	12565	Christies House of Design	12565
7/7/2002	Visa	3	Ford: Ranger FX-4	12565	Jeffers Clinic	37695
7/14/2002	Visa	4	Ford: Ranger FX-4	12565	Holmes World	50260
7/14/2002	Visa	4	Ford: Ranger FX-4	12565	Christies House of Design	50260
7/18/2002	Visa	5	Ford: Ranger FX-4	12565	Hill Corporation	62825
7/18/2002	Visa	5	Ford: Ranger FX-4	12565	McAllister Systems	62825
7/21/2002	Master	5	Ford: Ranger FX-4	12565	Development House	62825
7/22/2002	Cash	5	Ford: Ranger FX-4	12565	Doe Enterprises	62825
7/26/2002	Master	1	Ford: Ranger FX-4	12565	Doe Enterprises	12565
8/2/2002	Cash	3	Ford: Ranger FX-4	12565	Menedez Development	37695
8/3/2002	Cash	2	Ford: Ranger FX-4	12565	Newman Systems	25130
8/8/2002	Cash	2	Ford: Ranger FX-4	12565	Jones & Assoc	25130
8/12/2002	Visa	1	Ford: Ranger FX-4	12565	Christies House of Design	12565
8/13/2002	Visa	4	Ford: Ranger FX-4	12565	Jones & Assoc	50260
8/13/2002	Cash	4	Ford: Ranger FX-4	12565	Jeffers Clinic	50260
8/14/2002	Visa	3	Ford: Ranger FX-4	12565	Hill Corporation	37695
8/17/2002	AmEx	1	Ford: Ranger FX-4	12565	Frankson Media	12565
8/19/2002	AmEx	3	Ford: Ranger FX-4	12565	Menedez Development	37695
8/25/2002	Visa	2	Ford: Ranger FX-4	12565	Development House	25130
8/28/2002	Cash	4	Ford: Ranger FX-4	12565	Mickeys World of Fun	50260
8/31/2002	AmEx	5	Ford: Ranger FX-4	12565	Mildreds World	62825
9/5/2002	Visa	5	Ford: Ranger FX-4	12565	Michelson Systems	62825
9/7/2002	AmEx	1	Ford: Ranger FX-4	12565	Ford Consulting	12565
9/8/2002	AmEx	2	Ford: Ranger FX-4	12565	Development House	25130
9/10/2002	Master	3	Ford: Ranger FX-4	12565	Doe Enterprises	37695
9/14/2002	Visa	4	Ford: Ranger FX-4	12565	Holmes World	50260
9/25/2002	Visa	2	Ford: Ranger FX-4	12565	Hill Corporation	25130
9/27/2002	AmEx	5	Ford: Ranger FX-4	12565	Jones & Assoc	62825
10/2/2002	Visa	5	Ford: Ranger FX-4	12565	Frankson Media	62825
10/5/2002	Master	4	Ford: Ranger FX-4	12565	James Systems	50260
10/10/2002	Visa	2	Ford: Ranger FX-4	12565	McAllister Systems	25130
10/11/2002	Master	5	Ford: Ranger FX-4	12565	Ford Consulting	62825
10/15/2002	Cash	3	Ford: Ranger FX-4	12565	Jones & Assoc	37695
10/20/2002	Cash	2	Ford: Ranger FX-4	12565	Mickeys World of Fun	25130
10/22/2002	Master	2	Ford: Ranger FX-4	12565	Ford Consulting	25130
10/24/2002	Cash	4	Ford: Ranger FX-4	12565	Mildreds World	50260
10/29/2002	AmEx	4	Ford: Ranger FX-4	12565	Development House	50260
11/3/2002	Cash	4	Ford: Ranger FX-4	12565	Doe Enterprises	50260
11/5/2002	Visa	4	Ford: Ranger FX-4	12565	Michelson Systems	50260
11/5/2002	Master	3	Ford: Ranger FX-4	12565	Mickeys World of Fun	37695
11/7/2002	Master	5	Ford: Ranger FX-4	12565	Development House	62825
11/10/2002	Cash	5	Ford: Ranger FX-4	12565	Mathewson Design	62825
11/12/2002	Cash	3	Ford: Ranger FX-4	12565	Mildreds World	37695
11/13/2002	AmEx	2	Ford: Ranger FX-4	12565	James Systems	25130
11/14/2002	Master	5	Ford: Ranger FX-4	12565	Valentine Hearts	62825
11/23/2002	Cash	4	Ford: Ranger FX-4	12565	Christies House of Design	50260
11/24/2002	AmEx	3	Ford: Ranger FX-4	12565	McAllister Systems	37695
12/3/2002	Visa	3	Ford: Ranger FX-4	12565	Alessandro & Associates	37695
12/8/2002	Master	5	Ford: Ranger FX-4	12565	Doe Enterprises	62825
12/14/2002	Cash	4	Ford: Ranger FX-4	12565	Christies House of Design	50260
1/20/2002	Master	5	Dodge: Ram 1500	17315	Valentine Hearts	86575
1/31/2002	AmEx	2	Dodge: Ram 1500	17315	Hill Corporation	34630
2/3/2002	Visa	3	Dodge: Ram 1500	17315	Hill Corporation	51945
2/5/2002	Master	4	Dodge: Ram 1500	17315	Mathewson Design	69260
2/10/2002	AmEx	4	Dodge: Ram 1500	17315	Hill Corporation	69260
2/11/2002	AmEx	5	Dodge: Ram 1500	17315	Ford Consulting	86575
2/19/2002	AmEx	5	Dodge: Ram 1500	17315	Mathewson Design	86575
3/2/2002	AmEx	4	Dodge: Ram 1500	17315	Development House	69260
3/6/2002	Master	5	Dodge: Ram 1500	17315	Mildreds World	86575
3/7/2002	Master	1	Dodge: Ram 1500	17315	Menedez Development	17315
4/2/2002	Cash	4	Dodge: Ram 1500	17315	Michelson Systems	69260
4/4/2002	Master	5	Dodge: Ram 1500	17315	Doe Enterprises	86575
4/22/2002	AmEx	2	Dodge: Ram 1500	17315	Menedez Development	34630
4/22/2002	Cash	3	Dodge: Ram 1500	17315	Hill Corporation	51945
4/25/2002	AmEx	5	Dodge: Ram 1500	17315	Hill Corporation	86575
5/6/2002	Cash	2	Dodge: Ram 1500	17315	Ford Consulting	34630
5/7/2002	Cash	4	Dodge: Ram 1500	17315	Development House	69260
5/12/2002	Visa	4	Dodge: Ram 1500	17315	Alessandro & Associates	69260
5/17/2002	Visa	1	Dodge: Ram 1500	17315	James Systems	17315
5/30/2002	Visa	2	Dodge: Ram 1500	17315	Jones & Assoc	34630
5/31/2002	AmEx	5	Dodge: Ram 1500	17315	Development House	86575
6/3/2002	Master	5	Dodge: Ram 1500	17315	James Systems	86575
6/8/2002	Master	4	Dodge: Ram 1500	17315	Ford Consulting	69260
6/9/2002	Master	3	Dodge: Ram 1500	17315	Holmes World	51945
6/19/2002	Cash	4	Dodge: Ram 1500	17315	McAllister Systems	69260
6/20/2002	Cash	1	Dodge: Ram 1500	17315	Mildreds World	17315
6/22/2002	AmEx	2	Dodge: Ram 1500	17315	McAllister Systems	34630
6/30/2002	AmEx	3	Dodge: Ram 1500	17315	Menedez Development	51945
7/4/2002	Cash	5	Dodge: Ram 1500	17315	Hill Corporation	86575
7/5/2002	Visa	5	Dodge: Ram 1500	17315	Newman Systems	86575
7/12/2002	AmEx	3	Dodge: Ram 1500	17315	Mickeys World of Fun	51945
7/17/2002	AmEx	1	Dodge: Ram 1500	17315	Mildreds World	17315
7/19/2002	AmEx	1	Dodge: Ram 1500	17315	Frankson Media	17315
7/25/2002	Master	4	Dodge: Ram 1500	17315	Mickeys World of Fun	69260
7/25/2002	Master	4	Dodge: Ram 1500	17315	Newman Systems	69260
7/26/2002	Master	2	Dodge: Ram 1500	17315	Jones & Assoc	34630
7/29/2002	Visa	3	Dodge: Ram 1500	17315	Mickeys World of Fun	51945
8/1/2002	Master	2	Dodge: Ram 1500	17315	Jones & Assoc	34630
8/19/2002	Cash	1	Dodge: Ram 1500	17315	Mickeys World of Fun	17315
8/21/2002	Master	2	Dodge: Ram 1500	17315	Doe Enterprises	34630
8/23/2002	Master	3	Dodge: Ram 1500	17315	Doe Enterprises	51945
8/28/2002	AmEx	5	Dodge: Ram 1500	17315	Mildreds World	86575
8/29/2002	Cash	4	Dodge: Ram 1500	17315	Holmes World	69260
9/2/2002	AmEx	4	Dodge: Ram 1500	17315	Alessandro & Associates	69260
9/14/2002	Visa	2	Dodge: Ram 1500	17315	McAllister Systems	34630
9/20/2002	Visa	3	Dodge: Ram 1500	17315	Frankson Media	51945
9/22/2002	Master	1	Dodge: Ram 1500	17315	Jeffers Clinic	17315
9/27/2002	AmEx	4	Dodge: Ram 1500	17315	Development House	69260
10/6/2002	Master	4	Dodge: Ram 1500	17315	Michelson Systems	69260
10/12/2002	Cash	2	Dodge: Ram 1500	17315	Menedez Development	34630
10/14/2002	Cash	1	Dodge: Ram 1500	17315	McAllister Systems	17315
10/20/2002	AmEx	4	Dodge: Ram 1500	17315	Jones & Assoc	69260
10/29/2002	Visa	1	Dodge: Ram 1500	17315	Michelson Systems	17315
10/29/2002	Master	5	Dodge: Ram 1500	17315	Hill Corporation	86575
10/31/2002	AmEx	4	Dodge: Ram 1500	17315	Mathewson Design	69260
11/6/2002	Master	1	Dodge: Ram 1500	17315	Alessandro & Associates	17315
11/28/2002	Cash	4	Dodge: Ram 1500	17315	Alessandro & Associates	69260
11/30/2002	Master	2	Dodge: Ram 1500	17315	Ford Consulting	34630
12/4/2002	Master	3	Dodge: Ram 1500	17315	James Systems	51945
12/14/2002	Cash	1	Dodge: Ram 1500	17315	Valentine Hearts	17315
12/20/2002	Master	2	Dodge: Ram 1500	17315	Development House	34630
1/26/2002	AmEx	4	GMC: Siera Quadrasteer	17748	Development House	70992
2/6/2002	Master	3	GMC: Siera Quadrasteer	17748	Menedez Development	53244
2/8/2002	Master	3	GMC: Siera Quadrasteer	17748	Christies House of Design	53244
2/15/2002	AmEx	4	GMC: Siera Quadrasteer	17748	James Systems	70992
2/21/2002	Visa	1	GMC: Siera Quadrasteer	17748	Jones & Assoc	17748
2/21/2002	AmEx	3	GMC: Siera Quadrasteer	17748	Frankson Media	53244
3/1/2002	Cash	4	GMC: Siera Quadrasteer	17748	Alessandro & Associates	70992
3/5/2002	Visa	5	GMC: Siera Quadrasteer	17748	James Systems	88740
3/7/2002	Visa	4	GMC: Siera Quadrasteer	17748	James Systems	70992
3/19/2002	AmEx	1	GMC: Siera Quadrasteer	17748	Mathewson Design	17748
3/21/2002	Cash	1	GMC: Siera Quadrasteer	17748	Newman Systems	17748
3/28/2002	AmEx	1	GMC: Siera Quadrasteer	17748	Newman Systems	17748
3/31/2002	Cash	4	GMC: Siera Quadrasteer	17748	Holmes World	70992
4/5/2002	AmEx	4	GMC: Siera Quadrasteer	17748	Mickeys World of Fun	70992
4/9/2002	AmEx	4	GMC: Siera Quadrasteer	17748	Doe Enterprises	70992
4/10/2002	Visa	5	GMC: Siera Quadrasteer	17748	Mathewson Design	88740
4/12/2002	Visa	3	GMC: Siera Quadrasteer	17748	McAllister Systems	53244
4/18/2002	Cash	2	GMC: Siera Quadrasteer	17748	Valentine Hearts	35496
4/23/2002	Visa	2	GMC: Siera Quadrasteer	17748	Development House	35496
4/25/2002	Cash	3	GMC: Siera Quadrasteer	17748	Jones & Assoc	53244
5/3/2002	Cash	3	GMC: Siera Quadrasteer	17748	James Systems	53244
5/15/2002	Master	4	GMC: Siera Quadrasteer	17748	Frankson Media	70992
5/19/2002	Visa	4	GMC: Siera Quadrasteer	17748	Alessandro & Associates	70992
5/24/2002	Visa	4	GMC: Siera Quadrasteer	17748	Mathewson Design	70992
5/26/2002	Cash	3	GMC: Siera Quadrasteer	17748	McAllister Systems	53244
5/27/2002	Master	3	GMC: Siera Quadrasteer	17748	Christies House of Design	53244
6/5/2002	Master	4	GMC: Siera Quadrasteer	17748	Newman Systems	70992
6/8/2002	Cash	2	GMC: Siera Quadrasteer	17748	Alessandro & Associates	35496
6/8/2002	Visa	5	GMC: Siera Quadrasteer	17748	Newman Systems	88740
6/12/2002	AmEx	1	GMC: Siera Quadrasteer	17748	Mildreds World	17748
7/13/2002	AmEx	1	GMC: Siera Quadrasteer	17748	Holmes World	17748
7/15/2002	Master	4	GMC: Siera Quadrasteer	17748	Development House	70992
7/20/2002	AmEx	2	GMC: Siera Quadrasteer	17748	Jones & Assoc	35496
7/21/2002	Master	1	GMC: Siera Quadrasteer	17748	Jones & Assoc	17748
7/22/2002	Cash	4	GMC: Siera Quadrasteer	17748	Mildreds World	70992
7/28/2002	Cash	2	GMC: Siera Quadrasteer	17748	Jeffers Clinic	35496
8/3/2002	Cash	2	GMC: Siera Quadrasteer	17748	Frankson Media	35496
8/4/2002	Master	3	GMC: Siera Quadrasteer	17748	Newman Systems	53244
8/4/2002	Cash	2	GMC: Siera Quadrasteer	17748	Hill Corporation	35496
8/7/2002	AmEx	5	GMC: Siera Quadrasteer	17748	Valentine Hearts	88740
8/19/2002	Cash	5	GMC: Siera Quadrasteer	17748	Frankson Media	88740
8/21/2002	Master	4	GMC: Siera Quadrasteer	17748	Ford Consulting	70992
8/23/2002	AmEx	3	GMC: Siera Quadrasteer	17748	Hill Corporation	53244
8/23/2002	Cash	5	GMC: Siera Quadrasteer	17748	Michelson Systems	88740
9/14/2002	Visa	2	GMC: Siera Quadrasteer	17748	Michelson Systems	35496
9/16/2002	Cash	5	GMC: Siera Quadrasteer	17748	Mildreds World	88740
9/17/2002	Cash	3	GMC: Siera Quadrasteer	17748	Jeffers Clinic	53244
9/22/2002	AmEx	1	GMC: Siera Quadrasteer	17748	Ford Consulting	17748
9/26/2002	AmEx	2	GMC: Siera Quadrasteer	17748	Development House	35496
9/27/2002	Master	5	GMC: Siera Quadrasteer	17748	Christies House of Design	88740
10/5/2002	AmEx	2	GMC: Siera Quadrasteer	17748	Menedez Development	35496
10/5/2002	Visa	1	GMC: Siera Quadrasteer	17748	Jones & Assoc	17748
10/10/2002	Master	5	GMC: Siera Quadrasteer	17748	Jones & Assoc	88740
10/11/2002	Master	1	GMC: Siera Quadrasteer	17748	Alessandro & Associates	17748
10/14/2002	AmEx	3	GMC: Siera Quadrasteer	17748	Doe Enterprises	53244
10/16/2002	Visa	1	GMC: Siera Quadrasteer	17748	Michelson Systems	17748
10/23/2002	AmEx	4	GMC: Siera Quadrasteer	17748	Doe Enterprises	70992
10/24/2002	Master	2	GMC: Siera Quadrasteer	17748	Holmes World	35496
10/25/2002	Master	2	GMC: Siera Quadrasteer	17748	McAllister Systems	35496
11/13/2002	Master	4	GMC: Siera Quadrasteer	17748	McAllister Systems	70992
11/18/2002	Visa	3	GMC: Siera Quadrasteer	17748	Alessandro & Associates	53244
11/27/2002	AmEx	1	GMC: Siera Quadrasteer	17748	Hill Corporation	17748
12/2/2002	Master	1	GMC: Siera Quadrasteer	17748	Jones & Assoc	17748
12/3/2002	Master	1	GMC: Siera Quadrasteer	17748	Michelson Systems	17748
12/9/2002	Master	2	GMC: Siera Quadrasteer	17748	Development House	35496
12/10/2002	AmEx	5	GMC: Siera Quadrasteer	17748	McAllister Systems	88740
12/10/2002	Master	4	GMC: Siera Quadrasteer	17748	Mathewson Design	70992
12/16/2002	Visa	2	GMC: Siera Quadrasteer	17748	Holmes World	35496
12/16/2002	Cash	1	GMC: Siera Quadrasteer	17748	Mildreds World	17748
12/16/2002	Cash	2	GMC: Siera Quadrasteer	17748	Jeffers Clinic	35496
1/20/2002	Master	5	Nissan: Crew Cab SE	12800	Doe Enterprises	64000
1/31/2002	Cash	5	Nissan: Crew Cab SE	12800	Michelson Systems	64000
2/1/2002	Cash	2	Nissan: Crew Cab SE	12800	Hill Corporation	25600
2/14/2002	AmEx	4	Nissan: Crew Cab SE	12800	Newman Systems	51200
3/9/2002	Master	4	Nissan: Crew Cab SE	12800	James Systems	51200
3/13/2002	AmEx	1	Nissan: Crew Cab SE	12800	Hill Corporation	12800
3/15/2002	Cash	3	Nissan: Crew Cab SE	12800	Michelson Systems	38400
3/24/2002	AmEx	2	Nissan: Crew Cab SE	12800	Valentine Hearts	25600
3/29/2002	AmEx	1	Nissan: Crew Cab SE	12800	Holmes World	12800
3/30/2002	Cash	3	Nissan: Crew Cab SE	12800	Jones & Assoc	38400
4/11/2002	AmEx	4	Nissan: Crew Cab SE	12800	Doe Enterprises	51200
4/17/2002	Visa	5	Nissan: Crew Cab SE	12800	Development House	64000
4/17/2002	Master	2	Nissan: Crew Cab SE	12800	Valentine Hearts	25600
4/19/2002	Visa	3	Nissan: Crew Cab SE	12800	Michelson Systems	38400
4/22/2002	AmEx	5	Nissan: Crew Cab SE	12800	McAllister Systems	64000
4/28/2002	Cash	3	Nissan: Crew Cab SE	12800	Newman Systems	38400
5/7/2002	AmEx	3	Nissan: Crew Cab SE	12800	Frankson Media	38400
5/8/2002	Master	3	Nissan: Crew Cab SE	12800	Jeffers Clinic	38400
5/12/2002	Visa	4	Nissan: Crew Cab SE	12800	Jeffers Clinic	51200
6/1/2002	AmEx	1	Nissan: Crew Cab SE	12800	Alessandro & Associates	12800
6/6/2002	Visa	5	Nissan: Crew Cab SE	12800	Development House	64000
6/12/2002	Cash	4	Nissan: Crew Cab SE	12800	Jeffers Clinic	51200
6/23/2002	Cash	4	Nissan: Crew Cab SE	12800	Jeffers Clinic	51200
6/28/2002	Visa	2	Nissan: Crew Cab SE	12800	Ford Consulting	25600
7/7/2002	Cash	4	Nissan: Crew Cab SE	12800	Mildreds World	51200
7/20/2002	Cash	5	Nissan: Crew Cab SE	12800	Hill Corporation	64000
7/23/2002	Visa	2	Nissan: Crew Cab SE	12800	Jones & Assoc	25600
7/30/2002	Cash	4	Nissan: Crew Cab SE	12800	Mickeys World of Fun	51200
7/31/2002	Cash	1	Nissan: Crew Cab SE	12800	Doe Enterprises	12800
8/6/2002	AmEx	3	Nissan: Crew Cab SE	12800	James Systems	38400
8/12/2002	AmEx	2	Nissan: Crew Cab SE	12800	James Systems	25600
8/13/2002	Visa	1	Nissan: Crew Cab SE	12800	James Systems	12800
8/13/2002	Master	2	Nissan: Crew Cab SE	12800	Michelson Systems	25600
8/16/2002	Master	5	Nissan: Crew Cab SE	12800	Frankson Media	64000
8/19/2002	Cash	4	Nissan: Crew Cab SE	12800	Development House	51200
8/22/2002	AmEx	5	Nissan: Crew Cab SE	12800	Jones & Assoc	64000
9/1/2002	Visa	3	Nissan: Crew Cab SE	12800	Holmes World	38400
9/7/2002	AmEx	1	Nissan: Crew Cab SE	12800	Frankson Media	12800
9/11/2002	Cash	4	Nissan: Crew Cab SE	12800	Ford Consulting	51200
9/18/2002	Visa	1	Nissan: Crew Cab SE	12800	Christies House of Design	12800
9/19/2002	Cash	3	Nissan: Crew Cab SE	12800	Alessandro & Associates	38400
9/30/2002	Visa	4	Nissan: Crew Cab SE	12800	Hill Corporation	51200
10/7/2002	Cash	2	Nissan: Crew Cab SE	12800	Michelson Systems	25600
10/9/2002	AmEx	1	Nissan: Crew Cab SE	12800	Mildreds World	12800
10/15/2002	Visa	4	Nissan: Crew Cab SE	12800	Jones & Assoc	51200
10/15/2002	Cash	2	Nissan: Crew Cab SE	12800	McAllister Systems	25600
10/23/2002	AmEx	1	Nissan: Crew Cab SE	12800	McAllister Systems	12800
11/13/2002	AmEx	4	Nissan: Crew Cab SE	12800	James Systems	51200
11/14/2002	AmEx	2	Nissan: Crew Cab SE	12800	Holmes World	25600
11/21/2002	Visa	4	Nissan: Crew Cab SE	12800	James Systems	51200
11/22/2002	Cash	1	Nissan: Crew Cab SE	12800	Alessandro & Associates	12800
12/1/2002	Cash	1	Nissan: Crew Cab SE	12800	Valentine Hearts	12800
12/6/2002	Cash	4	Nissan: Crew Cab SE	12800	Holmes World	51200
12/9/2002	Master	1	Nissan: Crew Cab SE	12800	McAllister Systems	12800
12/15/2002	Visa	2	Nissan: Crew Cab SE	12800	Jones & Assoc	25600
12/17/2002	Cash	4	Nissan: Crew Cab SE	12800	Mickeys World of Fun	51200
12/18/2002	Cash	4	Nissan: Crew Cab SE	12800	Frankson Media	51200
12/19/2002	Master	2	Nissan: Crew Cab SE	12800	Mickeys World of Fun	25600
1/25/2002	AmEx	3	Toyota: Tacoma S-Runner	20000	Jones & Assoc	60000
1/28/2002	Master	5	Toyota: Tacoma S-Runner	20000	Hill Corporation	100000
1/30/2002	Cash	3	Toyota: Tacoma S-Runner	20000	Frankson Media	60000
2/1/2002	AmEx	5	Toyota: Tacoma S-Runner	20000	Ford Consulting	100000
2/2/2002	Visa	1	Toyota: Tacoma S-Runner	20000	Mathewson Design	20000
2/7/2002	AmEx	1	Toyota: Tacoma S-Runner	20000	Jeffers Clinic	20000
2/13/2002	Cash	4	Toyota: Tacoma S-Runner	20000	Jeffers Clinic	80000
2/13/2002	Cash	3	Toyota: Tacoma S-Runner	20000	Development House	60000
2/16/2002	Master	4	Toyota: Tacoma S-Runner	20000	Ford Consulting	80000
2/20/2002	Visa	4	Toyota: Tacoma S-Runner	20000	Mickeys World of Fun	80000
2/23/2002	Master	1	Toyota: Tacoma S-Runner	20000	Valentine Hearts	20000
2/28/2002	Visa	1	Toyota: Tacoma S-Runner	20000	Hill Corporation	20000
3/2/2002	Master	3	Toyota: Tacoma S-Runner	20000	Michelson Systems	60000
3/4/2002	Visa	1	Toyota: Tacoma S-Runner	20000	Frankson Media	20000
3/9/2002	AmEx	5	Toyota: Tacoma S-Runner	20000	Jones & Assoc	100000
3/18/2002	AmEx	5	Toyota: Tacoma S-Runner	20000	Frankson Media	100000
3/19/2002	AmEx	2	Toyota: Tacoma S-Runner	20000	Alessandro & Associates	40000
3/28/2002	Master	2	Toyota: Tacoma S-Runner	20000	Development House	40000
3/29/2002	Cash	1	Toyota: Tacoma S-Runner	20000	Ford Consulting	20000
4/10/2002	AmEx	1	Toyota: Tacoma S-Runner	20000	Hill Corporation	20000
4/12/2002	Visa	2	Toyota: Tacoma S-Runner	20000	Alessandro & Associates	40000
4/26/2002	AmEx	2	Toyota: Tacoma S-Runner	20000	Menedez Development	40000
5/6/2002	AmEx	1	Toyota: Tacoma S-Runner	20000	Valentine Hearts	20000
5/8/2002	Master	1	Toyota: Tacoma S-Runner	20000	Hill Corporation	20000
5/8/2002	Visa	2	Toyota: Tacoma S-Runner	20000	Valentine Hearts	40000
5/16/2002	Visa	1	Toyota: Tacoma S-Runner	20000	Doe Enterprises	20000
5/20/2002	Master	4	Toyota: Tacoma S-Runner	20000	Alessandro & Associates	80000
5/20/2002	Master	2	Toyota: Tacoma S-Runner	20000	Mildreds World	40000
5/23/2002	AmEx	4	Toyota: Tacoma S-Runner	20000	Alessandro & Associates	80000
5/31/2002	Cash	4	Toyota: Tacoma S-Runner	20000	Michelson Systems	80000
6/11/2002	Master	1	Toyota: Tacoma S-Runner	20000	Doe Enterprises	20000
6/13/2002	Visa	2	Toyota: Tacoma S-Runner	20000	Alessandro & Associates	40000
6/13/2002	Cash	5	Toyota: Tacoma S-Runner	20000	Holmes World	100000
6/20/2002	Visa	1	Toyota: Tacoma S-Runner	20000	Doe Enterprises	20000
6/21/2002	Master	5	Toyota: Tacoma S-Runner	20000	James Systems	100000
7/4/2002	AmEx	2	Toyota: Tacoma S-Runner	20000	Frankson Media	40000
7/12/2002	AmEx	3	Toyota: Tacoma S-Runner	20000	Mathewson Design	60000
7/26/2002	Master	4	Toyota: Tacoma S-Runner	20000	Jeffers Clinic	80000
7/28/2002	Visa	2	Toyota: Tacoma S-Runner	20000	Jones & Assoc	40000
8/5/2002	Master	4	Toyota: Tacoma S-Runner	20000	McAllister Systems	80000
8/10/2002	AmEx	3	Toyota: Tacoma S-Runner	20000	Hill Corporation	60000
9/2/2002	AmEx	1	Toyota: Tacoma S-Runner	20000	Michelson Systems	20000
9/5/2002	Visa	3	Toyota: Tacoma S-Runner	20000	Jones & Assoc	60000
9/9/2002	Master	2	Toyota: Tacoma S-Runner	20000	Frankson Media	40000
9/12/2002	AmEx	3	Toyota: Tacoma S-Runner	20000	Alessandro & Associates	60000
9/17/2002	AmEx	4	Toyota: Tacoma S-Runner	20000	Mickeys World of Fun	80000
9/21/2002	Visa	5	Toyota: Tacoma S-Runner	20000	Holmes World	100000
9/23/2002	Visa	3	Toyota: Tacoma S-Runner	20000	Hill Corporation	60000
9/30/2002	AmEx	3	Toyota: Tacoma S-Runner	20000	Mathewson Design	60000
10/1/2002	AmEx	3	Toyota: Tacoma S-Runner	20000	Christies House of Design	60000
10/5/2002	Cash	4	Toyota: Tacoma S-Runner	20000	Newman Systems	80000
10/5/2002	AmEx	4	Toyota: Tacoma S-Runner	20000	Alessandro & Associates	80000
10/7/2002	Visa	1	Toyota: Tacoma S-Runner	20000	Michelson Systems	20000
10/9/2002	AmEx	4	Toyota: Tacoma S-Runner	20000	James Systems	80000
10/10/2002	Cash	4	Toyota: Tacoma S-Runner	20000	Holmes World	80000
10/17/2002	AmEx	5	Toyota: Tacoma S-Runner	20000	Development House	100000
10/18/2002	Cash	3	Toyota: Tacoma S-Runner	20000	Menedez Development	60000
10/29/2002	AmEx	3	Toyota: Tacoma S-Runner	20000	Ford Consulting	60000
11/1/2002	Master	2	Toyota: Tacoma S-Runner	20000	Development House	40000
11/1/2002	Cash	5	Toyota: Tacoma S-Runner	20000	Ford Consulting	100000
11/6/2002	Visa	2	Toyota: Tacoma S-Runner	20000	Valentine Hearts	40000
11/7/2002	Cash	3	Toyota: Tacoma S-Runner	20000	Christies House of Design	60000
11/7/2002	Visa	5	Toyota: Tacoma S-Runner	20000	Mickeys World of Fun	100000
11/16/2002	Visa	1	Toyota: Tacoma S-Runner	20000	Newman Systems	20000
12/4/2002	Master	1	Toyota: Tacoma S-Runner	20000	Mickeys World of Fun	20000
12/15/2002	Visa	2	Toyota: Tacoma S-Runner	20000	Newman Systems	40000
